timestamp,open,high,low,close,volume
2025-01-24 10:00:00,105106.0,105390.0,105006.5,105368.8,3632.567
2025-01-24 11:00:00,105368.8,105494.1,105171.7,105374.0,2301.899
2025-01-24 12:00:00,105374.1,105560.0,105133.7,105484.4,3410.19
2025-01-24 13:00:00,105484.4,105758.3,104911.2,105073.1,6300.054
2025-01-24 14:00:00,105073.1,106307.6,104623.0,105722.6,17339.424
2025-01-24 15:00:00,105722.6,105967.4,105202.5,105821.8,9486.843
2025-01-24 16:00:00,105821.3,106131.7,105533.0,105602.5,7887.621
2025-01-24 17:00:00,105602.5,106655.0,105564.4,106414.2,9327.356
2025-01-24 18:00:00,106414.1,107076.5,106033.0,106270.0,12958.25
2025-01-24 19:00:00,106270.1,106568.0,105633.1,105726.7,8833.021
2025-01-24 20:00:00,105726.7,105733.4,104670.1,104813.0,11000.767
2025-01-24 21:00:00,104812.9,105341.0,104805.3,105074.8,5438.162
2025-01-24 22:00:00,105074.7,105433.0,104657.0,104724.9,3783.239
2025-01-24 23:00:00,104724.9,104882.8,104400.0,104808.1,5548.833
2025-01-25 00:00:00,104808.0,104808.1,104310.0,104370.9,4738.537
2025-01-25 01:00:00,104371.0,104779.8,104331.5,104690.1,3014.034
2025-01-25 02:00:00,104690.0,104803.4,104413.1,104520.3,2333.561
2025-01-25 03:00:00,104520.3,105234.5,104413.8,105153.9,3935.99
2025-01-25 04:00:00,105153.9,105153.9,104564.9,104609.4,2301.458
2025-01-25 05:00:00,104609.3,104653.2,104128.2,104315.7,3509.165
2025-01-25 06:00:00,104315.7,104439.2,104188.0,104265.1,3162.867
2025-01-25 07:00:00,104265.1,104479.2,104240.0,104349.3,1594.929
2025-01-25 08:00:00,104349.4,104461.5,104071.0,104303.6,2258.027
2025-01-25 09:00:00,104303.6,104412.6,104230.1,104324.0,1250.312
2025-01-25 10:00:00,104323.9,104629.9,104040.6,104480.6,3645.505
2025-01-25 11:00:00,104480.6,104650.5,104341.2,104626.8,2885.012
2025-01-25 12:00:00,104626.9,104747.2,104400.1,104699.9,2067.767
2025-01-25 13:00:00,104699.8,104815.0,104572.8,104658.6,2553.072
2025-01-25 14:00:00,104658.7,104674.1,104411.8,104551.2,1427.609
2025-01-25 15:00:00,104551.1,105066.0,104551.1,104852.1,4739.996
2025-01-25 16:00:00,104852.1,104944.4,104529.8,104618.8,3095.627
2025-01-25 17:00:00,104618.8,104895.6,104410.8,104850.1,3594.099
2025-01-25 18:00:00,104850.0,105274.7,104786.7,104935.9,4089.082
2025-01-25 19:00:00,104935.8,105140.0,104854.3,105005.6,2322.462
2025-01-25 20:00:00,105005.7,105167.3,104903.6,104925.6,1629.499
2025-01-25 21:00:00,104925.6,105096.6,104823.4,105061.5,1776.405
2025-01-25 22:00:00,105061.6,105234.3,104956.7,105025.1,1627.113
2025-01-25 23:00:00,105025.1,105085.1,104643.3,104702.0,2078.035
2025-01-26 00:00:00,104702.0,104807.0,104470.0,104562.4,1893.675
2025-01-26 01:00:00,104562.4,104737.8,104461.6,104572.4,1489.606
2025-01-26 02:00:00,104572.4,104672.6,104471.8,104654.1,977.991
2025-01-26 03:00:00,104654.1,105263.3,104653.9,105036.5,4163.207
2025-01-26 04:00:00,105036.6,105496.9,104942.7,105137.0,3541.211
2025-01-26 05:00:00,105137.0,105171.9,104976.3,105056.6,1234.143
2025-01-26 06:00:00,105056.5,105089.0,104923.0,104966.0,940.721
2025-01-26 07:00:00,104965.9,105073.2,104905.3,104963.7,1092.785
2025-01-26 08:00:00,104963.7,105208.8,104828.0,105000.0,2504.177
2025-01-26 09:00:00,105000.0,105005.0,104358.3,104578.8,6853.714
2025-01-26 10:00:00,104578.7,104674.1,104440.0,104664.5,2281.417
2025-01-26 11:00:00,104664.6,104804.0,104612.4,104775.6,1661.347
2025-01-26 12:00:00,104775.6,104854.3,104648.8,104854.3,1236.367
2025-01-26 13:00:00,104854.3,105020.4,104780.0,104912.1,2516.468
2025-01-26 14:00:00,104912.1,104967.2,104750.0,104892.5,1425.994
2025-01-26 15:00:00,104892.5,105043.4,104834.3,104919.9,1793.136
2025-01-26 16:00:00,104920.0,105000.0,104850.1,104890.0,1251.869
2025-01-26 17:00:00,104890.1,105027.8,104876.5,104905.1,1119.736
2025-01-26 18:00:00,104905.2,105237.0,104870.8,105143.8,3477.373
2025-01-26 19:00:00,105143.8,105210.8,104995.2,105050.1,987.2
2025-01-26 20:00:00,105050.1,105175.0,104883.5,104914.7,1531.4
2025-01-26 21:00:00,104914.7,104994.4,104500.0,104500.0,3732.371
2025-01-26 22:00:00,104500.0,104663.3,104239.0,104273.9,3737.42
2025-01-26 23:00:00,104273.8,104273.8,102450.3,102560.1,24343.759
2025-01-27 00:00:00,102560.0,103216.5,101500.0,101670.6,17730.051
2025-01-27 01:00:00,101670.7,102020.0,101100.0,101244.1,14357.124
2025-01-27 02:00:00,101244.0,101638.6,100768.7,100940.7,11605.66
2025-01-27 03:00:00,100940.6,101827.8,100632.5,101349.2,8647.752
2025-01-27 04:00:00,101349.1,101349.3,100210.0,100363.5,11908.601
2025-01-27 05:00:00,100363.5,100690.0,99656.0,100320.8,12377.669
2025-01-27 06:00:00,100320.7,100441.2,98660.4,98917.9,20254.575
2025-01-27 07:00:00,98918.0,99357.8,97680.0,98996.3,27833.626
2025-01-27 08:00:00,98996.3,99309.2,98639.0,98986.7,10296.045
2025-01-27 09:00:00,98986.7,99495.0,98745.5,99365.9,7775.64
2025-01-27 10:00:00,99365.9,99400.0,98200.0,98357.7,9095.868
2025-01-27 11:00:00,98357.7,99315.7,98275.3,98700.0,8427.128
2025-01-27 12:00:00,98700.1,100860.3,98666.0,100567.7,15837.732
2025-01-27 13:00:00,100567.6,101640.6,99927.3,100440.0,23154.005
